beer_id,abv,ibu,name,style,ounces
1907,0.053,21,Dunkel Lager,Munich Dunkel Lager,12
1908,0.056,11,Royal Weisse Ale,Hefeweizen,12
1909,0.049,44,Pikeland Pils,German Pilsener,12
1910,0.051,40,Phoenix Pale Ale,American Pale Ale (APA),12
1911,0.07,88,Rule G IPA,American IPA,12
1912,0.058,35,Murphy's Law,American Amber / Red Ale,12
1913,0.062,33,Alter Ego ,Saison / Farmhouse Ale,12
1914,0.05,,Monarch Pilsner,American Pilsner,12
1915,0.06,55,Snow King Pale Ale,American Pale Ale (APA),12
1916,0.054,36,Zonker Stout,Foreign / Export Stout,12
1917,0.05,22,OB-1 Organic Ale,English Brown Ale,12
1918,0.05,18,Snake River Lager,Vienna Lager,12
1919,0.052,32,Snake River Pale Ale,American Pale Ale (APA),12
1920,0.068,60,Pako’s EyePA,American IPA,12
1921,0.05,,Thanksgiving Ale,Kölsch,12
1922,0.092,,Double Dagger Imperial IPA,American Double / Imperial IPA,12
1923,0.063,100,Dagger Falls IPA,American IPA,12
1924,0.063,100,Dagger Falls IPA,American IPA,12
1925,0.06,,Socktoberfest,Märzen / Oktoberfest,16
1926,0.079,,Hopnoxious Imperial IPA,American Double / Imperial IPA,12
1927,0.099,,Barrel Aged Seven Devils Imperial Stout,American Double / Imperial Stout,12
1928,0.055,,Boise Co-Op Two Score Ale,Saison / Farmhouse Ale,16
1929,0.05,,Sockeye Belgian Style Summer Ale,Witbier,16
1930,0.064,,Sockeye Maibock,Maibock / Helles Bock,12
1931,0.099,100,Old Devil's Tooth,American Barleywine,12
1932,0.043,,Galena Golden,American Blonde Ale,12
1933,0.052,32,Hell-Diver Pale Ale,American Pale Ale (APA),12
1934,0.046,12,Woolybugger Wheat,American Pale Wheat Ale,12
1935,0.057,,Power House Porter,American Porter,12
1936,0.084,90,Winterfest,American Strong Ale,16
1937,0.063,100,Dagger Falls IPA,American IPA,12
1938,0.07,18,LuckenBock,Bock,16
1939,0.055,40,Texas Pale Ale (TPA),American IPA,16
1940,0.08,,6 String Saison,Saison / Farmhouse Ale,16
1941,0.05,22,Kol' Beer,Kölsch,16
1942,0.035,,Montauk Light,Light Lager,12
1943,0.048,32,Na Zdraví Pilsner,Czech Pilsener,16
1944,0.055,65,Nice Rack IPA,American IPA,16
1945,0.075,72,2014 IPA Cicada Series,American IPA,16
1946,0.077,65,Sinister Minister Black IPA,American IPA,16
1947,0.053,45,Jack the Sipper,Extra Special / Strong Bitter (ESB),12
1948,0.058,60,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),12
1949,0.05,20,Suzy B Dirty Blonde Ale,American Blonde Ale,12
1950,0.08,80,Mississippi Fire Ant,American Amber / Red Ale,16
1951,0.058,40,Hipster Breakfast,Oatmeal Stout,16
1952,0.05,20,Suzy B Dirty Blonde Ale,American Blonde Ale,16
1953,0.058,60,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),16
1954,0.065,45,Pine Belt Pale Ale,American Pale Ale (APA),12
1955,0.055,,Walloon,Saison / Farmhouse Ale,12
1956,0.069,23,Le Mort Vivant,Bière de Garde,12
1957,0.085,110,Red Cockaded Ale,American Double / Imperial IPA,12
1958,0.092,100,Valkyrie Double IPA,American Double / Imperial IPA,12
1959,0.085,110,Red Cockaded Ale (2013),American Double / Imperial IPA,12
1960,0.072,40,Old Potentate,Old Ale,12
1961,0.05,20,Bombshell Blonde,American Blonde Ale,16
1962,0.099,100,PRO-AM (2012) (2012),American Double / Imperial IPA,12
1963,0.055,,Walloon (2014),Saison / Farmhouse Ale,12
1964,0.069,23,Le Mort Vivant (2011),Bière de Garde,12
1965,0.083,50,Buried Hatchet Stout,Foreign / Export Stout,12
1966,0.065,45,Pine Belt Pale Ale,American Pale Ale (APA),16
1967,0.05,20,Bombshell Blonde,American Blonde Ale,12
1968,0.047,35,Baby Daddy Session IPA,American IPA,12
1969,,,Hopluia (2004),English India Pale Ale (IPA),16
1970,0.058,,Ball & Chain (2014),American Pale Ale (APA),16
1971,0.096,,Bitter Biker Double IPA,American Double / Imperial IPA,16
1972,0.082,,God Damn Pigeon Porter,American Porter,16
1973,0.079,,Working for the Weekend,American Double / Imperial IPA,16
1974,0.06,,Angry Adam,American Amber / Red Ale,16
1975,0.055,,Freedom Fries,American Stout,16
1976,0.096,,Bitter Biker Double IPA,American Double / Imperial IPA,12
1977,0.073,,Ghost Bike Pale Ale,American Pale Ale (APA),16
1978,0.062,,Spiteful IPA,American IPA,12
1979,0.06,,Alley Time,American Pale Ale (APA),12
1980,0.058,,Fat Badger,Irish Red Ale,12
1981,0.055,,In the Weeds,American Pale Wheat Ale,12
1982,0.05,22,Special Amber,Vienna Lager,12
1983,0.05,22,Special Amber,Vienna Lager,12
1984,0.056,,Seven Gates Pale Ale,American Pale Ale (APA),12
1985,0.052,,Gunga Din,Cider,16
1986,0.042,20,Starr Pils,German Pilsener,12
1987,0.065,52,Northern Lights India Pale Ale,American IPA,16
1988,0.048,12,Festie,Märzen / Oktoberfest,12
1989,0.065,52,Northern Lights India Pale Ale,American IPA,12
1990,0.065,65,Third Eye Enlightened Pale Ale,American Pale Ale (APA),12
1991,0.049,17,Colorado Kölsch,Kölsch,12
1992,0.057,25,Steam Engine Lager,American Amber / Red Lager,12
1993,0.065,65,Third Eye Pale Ale,American IPA,12
1994,0.047,9,Point Special (Current),American Adjunct Lager,12
1995,0.047,9,Point Special,American Adjunct Lager,12
1996,0.054,33,Point Cascade Pale Ale (2013),American Pale Ale (APA),12
1997,0.047,9,Point Special,American Adjunct Lager,12
1998,0.052,9,Onyx Black Ale,American Black Ale,12
1999,0.063,64,Beyond The Pale IPA,American IPA,12
2000,0.047,9,Point Special (2013),American Adjunct Lager,12
2001,0.047,9,Point Special (2012),American Adjunct Lager,12
2002,0.047,9,Point Special Lager,American Adjunct Lager,16
2003,0.062,,St. Benedict's Winter Ale,Winter Warmer,12
2004,0.057,15,Point Oktoberfest,Märzen / Oktoberfest,16
2005,0.052,7,Point Nude Beach Summer Wheat,American Pale Wheat Ale,16
2006,0.05,7,Point Nude Beach Summer Wheat,American Pale Wheat Ale,12
2007,0.05,7,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,12
2008,0.035,,Drop Dead Blonde,American Blonde Ale,12
2009,0.049,13,Three Kings Ale,Kölsch,12
2010,0.057,15,Point Oktoberfest,Märzen / Oktoberfest,12
2011,0.054,32,2012 Black Ale,American Brown Ale,12
2012,0.05,7,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,12
2013,0.054,33,Point Cascade Pale Ale,American Pale Ale (APA),12
2014,0.047,14,Point Amber Classic,American Amber / Red Lager,12
2015,0.047,9,Point Special Lager,American Adjunct Lager,12
2016,0.051,31,Wisco Disco,American Amber / Red Ale,16
2017,0.05,,Brontide,American Black Ale,12
2018,0.05,,Brontide,American Black Ale,12
2019,0.045,,Classique,Saison / Farmhouse Ale,12
2020,0.045,,Sunsplash Golden Ale (2004),American Blonde Ale,12
2021,0.051,25,Sand Island Lighthouse,Kölsch,12
2022,0.05,30,Lily Flagg Milk Stout,Milk / Sweet Stout,12
2023,0.072,70,Monkeynaut IPA,American IPA,12
2024,0.05,,Straub Beer (Current),American Adjunct Lager,12
2025,0.041,8,American Lager,American Adjunct Lager,12
2026,0.041,8,American Amber,American Amber / Red Lager,12
2027,0.032,13,American Light,Light Lager,12
2028,0.053,49,Extra Pale Ale,American Pale Ale (APA),12
2029,0.053,40,Make It So,Extra Special / Strong Bitter (ESB),12
2030,0.047,55,Hopvale Organic Ale,American Pale Ale (APA),16
2031,0.083,100,Unchained #18 Hop Silo,American Double / Imperial IPA,16
2032,0.052,29,Tip Off,Altbier,16
2033,0.054,,Java Mac,Scottish Ale,16
2034,0.054,23,Cowbell,American Porter,16
2035,0.058,20,Hop Up Offa That Brett (2014),Belgian Pale Ale,16
2036,0.083,23,PV Muckle (2013),Scotch Ale / Wee Heavy,16
2037,0.099,36,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,16
2038,0.09,30,Whip Fight,Scotch Ale / Wee Heavy,16
2039,0.053,23,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,16
2040,0.064,75,Fistful Of Hops Red,American IPA,16
2041,0.063,75,Fistful of Hops Orange,American IPA,16
2042,0.064,75,Fistful Of Hops Blue,American IPA,16
2043,0.064,75,Fistful of Hops Green,American IPA,16
2044,,,30 Min Coma,Belgian IPA,16
2045,0.09,30,Wee Muckle,Scotch Ale / Wee Heavy,16
2046,0.065,55,Royal Brat,Extra Special / Strong Bitter (ESB),16
2047,0.075,77,Grapefruit Jungle (GFJ),American IPA,16
2048,0.056,50,Osiris Pale Ale,American Pale Ale (APA),16
2049,0.099,75,Bourbon Barrel Aged Timmie,Russian Imperial Stout,16
2050,0.063,23,Stupid Sexy Flanders,Flanders Oud Bruin,16
2051,,,Bourbon Barrel Cowbell,American Porter,16
2052,0.054,,Popcorn Pilsner,German Pilsener,16
2053,0.071,27,Ring of Dingle,Irish Dry Stout,16
2054,0.054,23,Bourbon Barrel Wee Mac,Scottish Ale,16
2055,0.099,60,Bourbon Barrel Johan,English Barleywine,16
2056,0.07,,The Deuce,American Brown Ale,16
2057,0.09,24,The Velvet Fog,Quadrupel (Quad),16
2058,0.055,23,Sun King Oktoberfest,Märzen / Oktoberfest,16
2059,0.052,24,Indianapolis Indians Lager,Dortmunder / Export Lager,16
2060,0.052,24,Indians Victory Lager (2012),Dortmunder / Export Lager,16
2061,0.08,,Chaka,Belgian Strong Pale Ale,16
2062,0.091,91,Isis,American Double / Imperial IPA,16
2063,0.09,30,Wee Muckle (2011),Scotch Ale / Wee Heavy,16
2064,0.075,77,Grapefruit Jungle (GFJ) (2011),American IPA,16
2065,0.055,23,Sun King Oktoberfest (2011),Märzen / Oktoberfest,16
2066,0.099,60,Johan the Barleywine,English Barleywine,16
2067,0.054,23,Wee Mac Scottish-Style Ale,Scottish Ale,16
2068,0.053,20,Sunlight Cream Ale,Cream Ale,16
2069,0.056,50,Osiris Pale Ale (2010),American Pale Ale (APA),16
2070,0.045,,Dam Lager,American Amber / Red Lager,12
2071,0.07,,Red Clay IPA,American IPA,12
2072,0.072,,Todd the Axe Man,American IPA,16
2073,0.057,,Doomtree,Extra Special / Strong Bitter (ESB),16
2074,0.099,85,BLAKKR,American Black Ale,16
2075,0.073,69,Overrated! West Coast Style IPA,American IPA,16
2076,0.075,90,WET,American IPA,16
2077,0.04,37,Bitter Brewer,English Bitter,16
2078,0.055,34,SurlyFest,Rye Beer,16
2079,0.051,45,Coffee Bender,American Brown Ale,16
2080,0.051,45,Bender,American Brown Ale,16
2081,0.097,120,Abrasive Ale,American Double / Imperial IPA,16
2082,0.051,20,Hell,Keller Bier / Zwickel Bier,16
2083,0.067,33,CynicAle,Saison / Farmhouse Ale,16
2084,0.062,99,Furious,American IPA,16
2085,0.073,50,Big Nose,American IPA,12
2086,0.05,10,Cotton Mouth,Witbier,12
2087,0.056,35,Stump Knocker Pale Ale,American Pale Ale (APA),12
2088,0.05,38,Midnight Oil,Oatmeal Stout,12
2089,0.059,18,Wild Night,Cream Ale,12
2090,0.045,,Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,12
2091,0.055,35,Take Two Pils,German Pilsener,12
2092,0.057,,Waterkeeper,Hefeweizen,12
2093,0.064,,SweetWater IPA,American IPA,12
2094,0.054,,420 Extra Pale Ale,American Pale Ale (APA),12
2095,0.08,95,Dodgy Knight Imperial IPA,American Double / Imperial IPA,12
2096,0.05,,TailGate Saison,Saison / Farmhouse Ale,12
2097,0.05,44,TailGate IPA,American IPA,24
2098,0.05,44,TailGate IPA,American IPA,12
2099,0.049,28,TailGate Hefeweizen,Hefeweizen,24
2100,0.05,19,Blacktop Blonde,American Blonde Ale,24
2101,0.05,19,Blacktop Blonde,American Blonde Ale,12
2102,0.049,28,TailGate Hefeweizen,Hefeweizen,12
2103,0.085,34,Wooden Rooster,Tripel,16.9
2104,0.048,20,Ginger Peach Saison,Saison / Farmhouse Ale,16
2105,0.062,35,Zombie Monkie,American Porter,16
2106,0.056,20,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,16
2107,0.05,20,Vanilla Bean Buffalo Sweat,Oatmeal Stout,16
2108,0.068,110,Ethos IPA,American IPA,16
2109,0.044,12,Tallgrass Pub Ale,American Brown Ale,16
2110,0.072,93,Oasis,Extra Special / Strong Bitter (ESB),16
2111,0.05,20,Buffalo Sweat,Milk / Sweet Stout,16
2112,0.05,20,Halcyon Unfiltered Wheat,American Pale Wheat Ale,16
2113,0.052,,8-Bit Pale Ale,American Pale Ale (APA),16
2114,0.085,,Velvet Rooster,Tripel,16
2115,0.05,20,Halcyon Unfiltered Wheat,American Pale Wheat Ale,12
2116,0.05,16,Köld Lager (2010),German Pilsener,16
2117,0.072,93,Oasis (2010),American Double / Imperial IPA,16
2118,0.044,22,Tallgrass Ale,American Brown Ale,16
2119,0.05,20,Buffalo Sweat (2010),Milk / Sweet Stout,16
2120,0.063,60,Tallgrass IPA,American IPA,16
2121,0.068,,Hat Trick Hop IPA,American IPA,16
2122,0.056,,Yard Sale Amber Ale,American Amber / Red Ale,16
2123,0.055,,Loafin Bräu,Altbier,16
2124,0.07,80,Old Elephant Foot IPA,American IPA,16
2125,0.065,35,Peck's Porter,American Porter,16
2126,0.07,,Reactor,American IPA,16
2127,0.057,,Mr. Orange,Witbier,16
2128,0.08,22,Deduction,Dubbel,12
2129,0.057,,Face Down Brown Ale,American Brown Ale,12
2130,0.064,,Tempter IPA,American IPA,12
2131,0.055,,Bridal Veil Rye Pale Ale,American Pale Ale (APA),12
2132,0.048,,Smittytown,Extra Special / Strong Bitter (ESB),12
2133,0.04,,Greenwood Beach,Fruit / Vegetable Beer,12
2134,0.066,,Gatecrasher,English India Pale Ale (IPA),12
2135,0.047,42,RecreationAle,American Pale Ale (APA),12
2136,0.055,35,First Stand,Saison / Farmhouse Ale,12
2137,0.063,23,Battle LIne,American Brown Ale,12
2138,0.056,12,Broken Bridge,Dunkelweizen,12
2139,0.071,69,Brutus,English India Pale Ale (IPA),12
2140,0.06,,Petit Mutant,American Wild Ale,16
2141,0.096,,The Crusher,American Double / Imperial IPA,16
2142,0.08,,Beelzebub,American Double / Imperial Stout,16
2143,0.07,,Focal Banger,American IPA,16
2144,0.08,120,Heady Topper,American Double / Imperial IPA,16
2145,0.08,120,Heady Topper,American Double / Imperial IPA,16
2146,0.046,20,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,12
2147,0.07,75,Indian Paintbrush IPA,American IPA,12
2148,0.048,16,Saddle Bronc Brown Ale (2013),English Brown Ale,12
2149,0.059,15,Wagon Box Wheat Beer,American Pale Wheat Ale,12
2150,0.05,,Birdhouse Pale Ale,Belgian Pale Ale,12
2151,0.073,,Ozzy,Belgian Pale Ale,12
2152,0.07,,Resurrection,Dubbel,12
2153,0.052,16,Bronx Summer Pale Ale,American Pale Ale (APA),16
2154,0.057,46,Bronx Black Pale Ale,American Black Ale,16
2155,0.063,50,Bronx Pale Ale,American Pale Ale (APA),16
2156,0.052,35,Surfrider,American Pale Ale (APA),16
2157,0.055,,Kolschtal Eddy,Kölsch,16
2158,0.05,,South Bay Session IPA,American IPA,16
2159,0.069,34,Grandma's Pecan,English Brown Ale,16
2160,0.099,101,Double Trunk,American Double / Imperial IPA,16
2161,0.046,45,Just IPA,American IPA,12
2162,0.045,,Lionshead,American Pilsner,12
2163,,,Manhattan Gold Lager (1990),American Amber / Red Lager,12
2164,0.052,,G. B. Russo’s Italian Pistachio Pale Ale,American Pale Ale (APA),16
2165,0.058,,Northern Hawk Owl Amber,American Amber / Red Ale,12
2166,0.059,,CEO Stout,American Stout,16
2167,0.047,,Will Power Pale Ale,American Pale Ale (APA),16
2168,0.044,,Curious Traveler Shandy,Shandy,12
2169,0.048,18,Hunny Do Wheat,American Pale Wheat Ale,12
2170,0.052,,Three Way Pale Ale,American Pale Ale (APA),12
2171,0.041,,Rise to the Top,Cream Ale,12
2172,0.049,,Lost Trout Brown Ale,American Brown Ale,12
2173,0.051,11,Watermelon Ale,Fruit / Vegetable Beer,12
2174,0.04,18,Knotty Blonde Ale,American Blonde Ale,12
2175,0.062,40,Fivepine Chocolate Porter,American Porter,12
2176,0.062,82,Hoodoo Voodoo IPA,American IPA,12
2177,0.053,22,Hydraulion Red,Irish Red Ale,12
2178,0.06,50,40 Mile IPA,American IPA,12
2179,0.055,64,Citra Faced,American Pale Wheat Ale,16
2180,0.055,31,Pole Barn Stout,Oatmeal Stout,16
2181,0.054,37,Pale,American Pale Ale (APA),16
2182,0.053,27,Yoshi's Nectar,California Common / Steam Beer,16
2183,0.052,,Leatherhead Red,American Amber / Red Ale,12
2184,0.065,,Cropduster Mid-American IPA,American IPA,12
2185,0.075,,Golden Frau Honey Wheat,Braggot,12
2186,,,Cornstalker Dark Wheat,American Dark Wheat Ale,12
2187,0.058,20,Cafe Leche,American Porter,16
2188,0.052,12,Damascene Apricot Sour,Fruit / Vegetable Beer,16
2189,0.12,90,Csar,Russian Imperial Stout,16
2190,0.055,,Klingon Warnog Roggen Dunkel,Roggenbier,16
2191,0.085,115,Overlord Imperial IPA,American Double / Imperial IPA,16
2192,0.058,36,Alloy,American IPA,16
2193,0.051,22,Rivet Irish Red Ale,Irish Red Ale,16
2194,0.052,50,3 Gear Robust Porter,American Porter,16
2195,0.045,35,Circuit Bohemian Pilsner,Czech Pilsener,16
2196,0.055,,Turnrow Harvest Ale,American Blonde Ale,12
2197,0.07,60,Juke Joint IPA,American IPA,12
2198,0.07,35,Parade Ground Coffee Porter,American Porter,12
2199,0.05,21,Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,12
2200,0.045,18,Tin Roof Blonde Ale,American Blonde Ale,12
2201,0.055,37,Voodoo Bengal Pale Ale,American Pale Ale (APA),12
2202,0.045,28,Perfect Tin Amber,American Amber / Red Ale,12
2203,0.073,87,IPA & a Half,American IPA,12
2204,0.055,33,Ornery Amber Lager (2003),Vienna Lager,12
2205,0.05,,Big Island Shandy,Shandy,16
2206,0.068,,Preservation IPA,American IPA,16
2207,0.062,72,Almanac IPA,American IPA,12
2208,0.065,,Milk Mustachio Stout,Milk / Sweet Stout,12
2209,0.06,30,Farmer's Tan Red Ale,American Amber / Red Ale,12
2210,0.057,,Triangle India Pale Ale,American IPA,12
2211,0.05,,Triangle White Ale,Witbier,12
2212,0.08,,Triangle Belgian Golden Ale,Belgian Strong Pale Ale,12
2213,0.082,,Troegenator,Doppelbock,16
2214,0.075,93,Nugget Nectar,American Amber / Red Ale,16
2215,0.045,45,Sunshine Pils,American Pilsner,12
2216,0.082,25,Troegenator Doublebock,Doppelbock,16
2217,0.075,85,Perpetual IPA,American IPA,12
2218,0.055,52,Greenville Pale Ale,American Pale Ale (APA),12
2219,0.062,65,Hoppy Boy,American IPA,16
2220,0.054,26,Cow Creek,American Amber / Red Lager,12
2221,0.075,63,Chupahopra,American IPA,12
2222,0.051,19,Twisted X,American Adjunct Lager,12
2223,0.041,41,Day Hike Session,American IPA,12
2224,0.048,48,Trailhead ISA,American IPA,12
2225,0.052,27,Immersion Amber,American Amber / Red Ale,12
2226,0.062,70,Evo IPA,American IPA,12
2227,0.048,,Presidential Pils,Czech Pilsener,12
2228,0.062,70,Evolutionary IPA (2012),American IPA,12
2229,0.057,36,Persnickety Pale,American Pale Ale (APA),12
2230,0.054,20,SoDo Brown Ale,American Brown Ale,12
2231,0.052,27,Immersion Amber Ale (2011),American Amber / Red Ale,12
2232,0.062,70,Evolutionary IPA (2011),American IPA,12
2233,0.048,48,Trailhead India Style Session Ale (2011),American IPA,12
2234,0.046,,Panorama Wheat Ale,American Pale Wheat Ale,12
2235,0.063,69,Wobble,American IPA,16
2236,0.058,43,Night Cat,American Dark Wheat Ale,12
2237,0.058,43,Night Cat (2014),American Dark Wheat Ale,12
2238,0.051,17,Dog Days Lager,Dortmunder / Export Lager,12
2239,0.051,36,Sidekick Extra Pale Ale,American Pale Ale (APA),12
2240,0.077,23,Atom Smasher,Märzen / Oktoberfest,12
2241,0.045,,Testudo,Bière de Garde,12
2242,0.065,,Hobnob B & B Pale Ale,American Pale Ale (APA),12
2243,0.07,68,Cane and Ebel,American Strong Ale,12
2244,0.065,,Outlaw IPA (2015),American IPA,12
2245,0.045,,The Gilded Age,Munich Helles Lager,12
2246,0.05,,No Limits Hefeweizen,Hefeweizen,16
2247,0.06,,Honeyspot Road White IPA,American White IPA,12
2248,0.072,,Road 2 Ruin Double IPA,American Double / Imperial IPA,12
2249,0.048,,Workers Comp Saison,Saison / Farmhouse Ale,12
2250,0.05,,Ol' Factory Pils,German Pilsener,12
2251,0.05,10,PUNK'N,Pumpkin Ale,12
2252,0.04,22,Yard Sale Winter Lager,American Amber / Red Lager,12
2253,0.04,42,Trader Session IPA,American IPA,12
2254,0.073,83,Hop Nosh IPA,American IPA,12
2255,0.04,17,SUM'R,American Blonde Ale,12
2256,0.04,32,Organic Baba Black Lager,Schwarzbier,12
2257,0.073,82,Hop Notch IPA (2013),American IPA,12
2258,0.04,34,Cutthroat Pale Ale,American Pale Ale (APA),12
2259,0.04,29,WYLD Extra Pale Ale,American Pale Ale (APA),12
2260,0.055,,Pilsner Ukiah,German Pilsener,12
2261,0.06,75,The Green Room,American IPA,16
2262,0.047,25,Humbucker Helles,Maibock / Helles Bock,16
2263,0.065,,Uncle John's Apple Cherry Cider,Cider,16
2264,0.065,,Uncle John's Apricot Apple Cider,Cider,16
2265,0.065,,Draught Hard Apple Cider,Cider,16
2266,0.001,,Scotty K NA,Low Alcohol Beer,16
2267,0.068,,Bacon Brown Ale,American Brown Ale,16
2268,0.064,,Golden State Ale,Belgian Pale Ale,16
2269,0.078,,Baltic Porter,Baltic Porter,16
2270,0.085,,Siamese twin,Dubbel,16
2271,0.085,90,Double Duckpin,American Double / Imperial IPA,12
2272,0.042,10,Old Pro,Gose,12
2273,0.055,,Duckpin Pale Ale,American Pale Ale (APA),12
2274,0.06,,Balt Altbier,Altbier,12
2275,0.045,50,Campside Session IPA,American IPA,16
2276,0.045,15,Upland Wheat Ale,Witbier,16
2277,0.06,,Dragonfly IPA,American IPA,16
2278,0.128,,Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,Quadrupel (Quad),19.2
2279,0.104,,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Rye Beer,19.2
2280,0.068,24,Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,19.2
2281,0.099,51,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,19.2
2282,0.076,,Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,American Brown Ale,19.2
2283,0.06,,Blood Orange Saison,Saison / Farmhouse Ale,12
2284,0.065,33,Thai Style White IPA,American White IPA,12
2285,0.075,30,Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,19.2
2286,0.099,90,Upslope Imperial India Pale Ale,American Double / Imperial IPA,19.2
2287,0.082,,Upslope Christmas Ale,Winter Warmer,16
2288,0.077,,Upslope Pumpkin Ale,Pumpkin Ale,16
2289,0.075,30,Upslope Belgian Style Pale Ale,Belgian Pale Ale,12
2290,0.069,,Upslope Foreign Style Stout,Foreign / Export Stout,12
2291,0.048,15,Top Rope Mexican-style Craft Lager,Vienna Lager,12
2292,0.048,22,Upslope Craft Lager,Vienna Lager,12
2293,0.067,,Upslope Brown Ale,English Brown Ale,12
2294,0.058,,Upslope Pale Ale,American Pale Ale (APA),12
2295,0.072,,Upslope India Pale Ale,American IPA,12
2296,0.053,22,Common Sense Kentucky Common Ale,American Brown Ale,16
2297,0.065,70,Upstate I.P.W.,American IPA,12
2298,0.04,,Squatters Full Suspension Pale Ale,American Pale Ale (APA),12
2299,0.09,75,Squatters Hop Rising Double IPA,American Double / Imperial IPA,12
2300,0.08,,Devastator Double Bock,Doppelbock,12
2301,0.06,,Wasatch Ghostrider White IPA,American White IPA,12
2302,0.06,,Wasatch Ghostrider White IPA (2014),American White IPA,12
2303,0.04,,Wasatch Apricot Hefeweizen,Fruit / Vegetable Beer,12
2304,0.09,75,Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,12
2305,0.04,,Squatters Full Suspension Pale Ale,American Pale Ale (APA),12
2306,0.068,,Nunica Pine,Cider,16
2307,0.069,,Ginger Peach,Cider,16
2308,0.068,,Totally Roasted,Cider,16
2309,0.068,,Blue Gold,Cider,16
2310,0.068,,Hard Apple,Cider,16
2311,0.052,,Nitro Can Coffee Stout,American Stout,12
2312,0.092,25,Voodoo Love Child,Tripel,12
2313,0.079,23,White Magick of the Sun,Witbier,12
2314,0.075,31,Wynona's Big Brown Ale,American Brown Ale,12
2315,0.092,25,Gran Met,Belgian Strong Pale Ale,12
2316,0.073,85,Good Vibes IPA,American IPA,12
2317,0.075,85,Pilzilla,American Double / Imperial Pilsner,12
2318,0.04,37,Wachusett Light IPA,American IPA,12
2319,0.06,55,Green Monsta IPA,American IPA,12
2320,0.056,50,Wachusett IPA,American IPA,12
2321,0.047,,Strawberry White,Witbier,12
2322,0.085,85,Larry Imperial IPA,American Double / Imperial IPA,12
2323,0.047,,Wachusett Summer,American Pale Wheat Ale,12
2324,0.051,17,Country Pale Ale,English Pale Ale,12
2325,0.04,37,Wachusett Light IPA (2013),American IPA,12
2326,0.052,20,Pumpkan,Pumpkin Ale,12
2327,0.045,10,Wachusett Blueberry Ale,Fruit / Vegetable Beer,12
2328,0.06,55,Green Monsta IPA,American IPA,12
2329,0.047,,T-6 Red Ale (2004),American Amber / Red Ale,12
2330,0.052,67,Self Starter,American IPA,16
2331,0.054,20,Ermal's,Cream Ale,16
2332,0.07,,10 Ton,Oatmeal Stout,16
2333,0.07,,Flyin' Rye,American IPA,16
2334,0.09,,Christmas Ale,Herbed / Spiced Beer,12
2335,0.07,,Pay It Forward Cocoa Porter,American Porter,12
2336,0.055,,West Sixth Amber Ale,American Amber / Red Ale,12
2337,,,West Sixth IPA,American IPA,12
2338,0.055,,One Claw,American Pale Ale (APA),12
2339,0.04,5,Westbrook Gose,Gose,12
2340,0.05,16,White Thai,Witbier,12
2341,0.068,65,Westbrook IPA,American IPA,12
2342,0.057,22,Westfield Octoberfest,Märzen / Oktoberfest,12
2343,0.052,,Pop's Old Fashioned Lager,American Amber / Red Lager,12
2344,0.058,55,Charlie in the Rye,American IPA,12
2345,,,Royal Lager,American Pale Lager,16
2346,0.08,,Rip Van Winkle (Current),Bock,12
2347,,,O’Malley’s Stout,English Stout,12
2348,0.075,89,O’Malley’s IPA,American IPA,12
2349,,,O’Malley’s Irish Style Cream Ale,Cream Ale,12
2350,0.049,28,L'il Lucy's Hot Pepper Ale,Chile Beer,12
2351,0.052,,Drop Kick Ale,American Amber / Red Ale,12
2352,0.055,,Raspberry Berliner Weisse,Berliner Weissbier,12
2353,0.05,,Hop Session,American IPA,12
2354,0.055,,Blueberry Berliner Weisse,Berliner Weissbier,12
2355,0.055,,Berliner Weisse,Berliner Weissbier,12
2356,0.06,,Super G IPA,American IPA,16
2357,0.049,30,Hefe Lemon,Radler,12
2358,0.049,30,Hefe Black,Hefeweizen,12
2359,0.049,30,Widmer Brothers Hefeweizen,Hefeweizen,12
2360,0.082,100,Hop Slayer Double IPA,American Double / Imperial IPA,12
2361,0.045,,Pumpkin Ale,Pumpkin Ale,12
2362,0.05,,Big Bowl Blonde Ale,American Brown Ale,12
2363,0.052,27,Phat Chance,American Blonde Ale,12
2364,0.082,100,Hop Slayer Double IPA (2011),American Double / Imperial IPA,12
2365,0.082,100,Hop Slayer Double IPA (2011),American Double / Imperial IPA,12
2366,0.042,13,Wild Onion Summer Wit,Witbier,12
2367,0.06,23,Jack Stout,Oatmeal Stout,12
